name,address,city,zip,sra_id,sra
Bonita Vista Middle,650 Otay Lakes Road,Chula Vista,91910,20,SWEETWATER
Bonita Vista Senior High,751 Otay Lakes Road,Chula Vista,91913,20,SWEETWATER
Clear View,455 Windrose Way,Chula Vista,91910,20,SWEETWATER
Tiffany (Burton C.) Elementary,1691 Elmhurst Street,Chula Vista,91913,20,SWEETWATER
McMillin (Corky) Elementary,1201 Santa Cora Avenue,Chula Vista,91913,20,SWEETWATER
Silver Strand Elementary,1350 Leyte Road,Coronado,92118,3,CORONADO
Feaster (Mae L.) Charter,670 Flower Street,Chula Vista,91910,21,CHULA VISTA
Discovery Charter,1100 Camino Biscay,Chula Vista,91910,20,SWEETWATER
Campo Elementary,1654 Buckman Springs Road,Campo,91906,62,MOUNTAIN EMPIRE
Arroyo Vista Charter,2491 School House Road,Chula Vista,91915,20,SWEETWATER
Eastlake Middle,900 Duncan Ranch Road,Chula Vista,91914,20,SWEETWATER
Eastlake High,1120 Eastlake Parkway,Chula Vista,91915,20,SWEETWATER
Hilltop Senior High,555 Claire Avenue,Chula Vista,91910,21,CHULA VISTA
Olympic View Elementary,1220 South Greensview Drive,Chula Vista,91915,20,SWEETWATER
Chula Vista Hills Elementary,980 Buena Vista Way,Chula Vista,91910,20,SWEETWATER
Vista Square Elementary,540 G Street,Chula Vista,91910,21,CHULA VISTA
Chula Vista Middle,415 Fifth Avenue,Chula Vista,91910,21,CHULA VISTA
Heritage Elementary,1450 Santa Lucia Road,Chula Vista,91913,20,SWEETWATER
Rancho del Rey Middle,1174 East J Street,Chula Vista,91910,20,SWEETWATER
Otay Ranch Senior High,1250 Olympic Parkway,Chula Vista,91913,20,SWEETWATER
Casillas (Joseph) Elementary,1130 East J Street,Chula Vista,91910,20,SWEETWATER
Hedenkamp (Anne and William) Elementary,930 East Palomar,Chula Vista,91913,20,SWEETWATER
Mueller Charter (Robert L.),715 I Street,Chula Vista,91910,21,CHULA VISTA
Hillside Junior/Senior High,3305 Buckman Springs Road,Pine Valley,91962,62,MOUNTAIN EMPIRE
Campo High (Continuation),3305 Buckman Springs Road,Pine Valley,91962,62,MOUNTAIN EMPIRE
Rogers (Greg) Elementary,510 East Naples Street,Chula Vista,91911,20,SWEETWATER
Torrey Pines Elementary,8350 Cliffridge Avenue,La Jolla,92037,11,COASTAL
Preuss School UCSD,9500 Gilman Drive,La Jolla,92093,12,UNIVERSITY
Blossom Valley Elementary,9863 Oakmont Terrace,El Cajon,92021,37,HARBISON CREST
Lindo Park Elementary,12824 Lakeshore Drive,Lakeside,92040,36,LAKESIDE
Santana High,9915 North Magnolia Avenue,Santee,92071,35,SANTEE
Descanso Elementary,24842 Viejas Boulevard,Descanso,91916,61,LAGUNA-PINE VALLEY
Standley Middle,6298 Radcliffe Drive,San Diego,92122,12,UNIVERSITY
Lakeside Middle,11833 Woodside Avenue,Lakeside,92040,36,LAKESIDE
Tierra del Sol Middle,9611 Petite Lane,Lakeside,92040,36,LAKESIDE
Hill Creek Elementary,9665 Jeremy Street,Santee,92071,35,SANTEE
Spreckels Elementary,6033 Stadium Street,San Diego,92122,12,UNIVERSITY
Rio Seco Elementary,9545 Cuyamaca Street,Santee,92071,35,SANTEE
Lemon Crest Elementary,12463 Lemon Crest Drive,Lakeside,92040,36,LAKESIDE
West Hills High,8756 Mast Boulevard,Santee,92071,35,SANTEE
Santee Success Program,10280 North Magnolia Avenue,Santee,92071,35,SANTEE
Carlton Hills Elementary,9353 Pike Road,Santee,92071,35,SANTEE
Riverview Elementary,9308 Winter Gardens Boulevard,Lakeside,92040,36,LAKESIDE
Carlton Oaks Elementary,9353 Wethersfield Road,Santee,92071,35,SANTEE
Walker Elementary,9225 Hillery Drive,San Diego,92126,13,DEL MAR-MIRA MESA
Mira Mesa High,10510 Marauder Way,San Diego,92126,13,DEL MAR-MIRA MESA
Miramar Ranch Elementary,10770 Red Cedar Drive,San Diego,92131,15,POWAY
Scripps Ranch High,10410 Falcon Way,San Diego,92131,15,POWAY
Jerabek Elementary,10050 Avenida Magnifica,San Diego,92131,15,POWAY
Wangenheim Middle,9230 Gold Coast Drive,San Diego,92126,13,DEL MAR-MIRA MESA
Mason Elementary,10340 San Ramon Drive,San Diego,92126,13,DEL MAR-MIRA MESA
River Valley Charter,9707 1/2 Marilla Drive,Lakeside,92040,36,LAKESIDE
Barona Indian Charter,1095 Barona Road,Lakeside,92040,36,LAKESIDE
Fletcher Elementary,7666 Bobolink Way,San Diego,92123,10,KEARNY MESA
Longfellow K-8,5055 July Street,San Diego,92110,10,KEARNY MESA
Hearst Elementary,6230 Del Cerro Boulevard,San Diego,92120,17,ELLIOTT-NAVAJO
Anza Elementary,1005 South Anza Street,El Cajon,92020,34,EL CAJON
Cajon Valley Home,2962 Jamul Drive,El Cajon,92019,30,JAMUL
Chase Avenue Elementary,195 East Chase Avenue,El Cajon,92020,34,EL CAJON
Emerald Middle,1221 South Emerald Avenue,El Cajon,92020,34,EL CAJON
Carson Elementary,6905 Kramer Street,San Diego,92111,10,KEARNY MESA
Hardy Elementary,5420 Montezuma Road,San Diego,92115,6,MID-CITY
Vista Grande Elementary,1908 Vista Grande Road,El Cajon,92019,34,EL CAJON
Adams Elementary,4672 35th Street,San Diego,92116,6,MID-CITY
Garfield Elementary,4487 Oregon Street,San Diego,92116,1,CENTRAL SAN DIEGO
Franklin Elementary,4481 Copeland Avenue,San Diego,92116,6,MID-CITY
Fay Elementary,4080 52nd Street,San Diego,92105,6,MID-CITY
Birney Elementary,4345 Campus Avenue,San Diego,92103,1,CENTRAL SAN DIEGO
Barnard Elementary,2445 Fogg Street,San Diego,92109,11,COASTAL
Euclid Elementary,4166 Euclid Avenue,San Diego,92105,6,MID-CITY
Edison Elementary,4077 35th Street,San Diego,92104,6,MID-CITY
Central Elementary,4063 Polk Avenue,San Diego,92105,6,MID-CITY
Grant K-8,1425 Washington Place,San Diego,92103,1,CENTRAL SAN DIEGO
Florence Elementary,3914 First Avenue,San Diego,92103,1,CENTRAL SAN DIEGO
Dewey Elementary,3251 Rosecrans Street,San Diego,92110,2,PENINSULA
Jefferson Elementary,3770 Utah Street,San Diego,92104,1,CENTRAL SAN DIEGO
Darnall Charter,6020 Hughes Street,San Diego,92115,6,MID-CITY
Marshall Elementary,3550 Altadena Avenue,San Diego,92105,6,MID-CITY
Loma Portal Elementary,3341 Browning Street,San Diego,92106,2,PENINSULA
El Capitan High,10410 Ashwood Street,Lakeside,92040,36,LAKESIDE
Lakeside Farms Elementary,11915 Lakeside Avenue,Lakeside,92040,36,LAKESIDE
Cajon Park Elementary,10300 Magnolia Avenue,Santee,92071,35,SANTEE
Santee Alternative,10250 El Nopal,Santee,92071,35,SANTEE
Doyle Elementary,3950 Berino Court,San Diego,92122,12,UNIVERSITY
Sycamore Canyon Elementary,10201 Settle Road,Santee,92071,35,SANTEE
University City High,6949 Genesee Avenue,San Diego,92122,12,UNIVERSITY
Pacific Beach Elementary,1234 Tourmaline Street,San Diego,92109,11,COASTAL
Clairemont High,4150 Ute Drive,San Diego,92117,10,KEARNY MESA
Marston Middle,3799 Clairemont Drive,San Diego,92117,10,KEARNY MESA
Hancock Elementary,3303 Taussig Street,San Diego,92124,17,ELLIOTT-NAVAJO
Grossmont Middle College High,8800 Grossmont College Drive,El Cajon,92020,35,SANTEE
Audeo Charter,10170 Huennekens Street,San Diego,92121,13,DEL MAR-MIRA MESA
Wegeforth Elementary,3443 Ediwhar Avenue,San Diego,92123,10,KEARNY MESA
Dailard Elementary,6425 Cibola Road,San Diego,92120,17,ELLIOTT-NAVAJO
Crest Elementary,2000 Suncrest Boulevard,El Cajon,92021,37,HARBISON CREST
Pacific Beach Middle,4676 Ingraham Street,San Diego,92109,11,COASTAL
Toler Elementary,3350 Baker Street,San Diego,92117,10,KEARNY MESA
Taft Middle,9191 Gramercy Drive,San Diego,92123,10,KEARNY MESA
Pershing Middle,8204 San Carlos Drive,San Diego,92119,17,ELLIOTT-NAVAJO
Fletcher Hills Elementary,2330 Center Place,El Cajon,92020,34,EL CAJON
Granite Hills High,1719 East Madison Avenue,El Cajon,92019,34,EL CAJON
El Cajon Valley High,1035 East Madison Avenue,El Cajon,92021,34,EL CAJON
Lewis Middle,5170 Greenbrier Avenue,San Diego,92120,17,ELLIOTT-NAVAJO
Henry High,6702 Wandermere Drive,San Diego,92120,17,ELLIOTT-NAVAJO
Green Elementary,7030 Wandermere Place,San Diego,92119,17,ELLIOTT-NAVAJO
Benchley/Weinberger Elementary,6269 Twin Lake Drive,San Diego,92119,17,ELLIOTT-NAVAJO
Juarez Elementary,2633 Melbourne Drive,San Diego,92123,10,KEARNY MESA
Parkway Sports and Health Science Academy,9009 Park Plaza Drive,La Mesa,91942,33,LA MESA
Northmont Elementary,9405 Gregory Street,La Mesa,91942,33,LA MESA
Montgomery Middle,2470 Ulric Street,San Diego,92111,10,KEARNY MESA
Murray Manor Elementary,8305 El Paso Street,La Mesa,91942,33,LA MESA
Grossmont High,1100 Murray Drive,La Mesa,91944,34,EL CAJON
Maryland Avenue Elementary,5400 Maryland Avenue,La Mesa,91941,33,LA MESA
Twain High,6402 Linda Vista Road,San Diego,92111,10,KEARNY MESA
Harriet Tubman Village Charter,6880 Mohawk Street,San Diego,92115,6,MID-CITY
Language Academy,4961 64th Street,San Diego,92115,6,MID-CITY
Lemon Avenue Elementary,8787 Lemon Avenue,La Mesa,91941,33,LA MESA
Rolando Elementary,6925 Tower Street,La Mesa,91941,33,LA MESA
Fuerte Elementary,11625 Fuerte Drive,El Cajon,92020,31,SPRING VALLEY
Valhalla High,1725 Hillsdale Road,El Cajon,92019,31,SPRING VALLEY
Foothill Oak Elementary,1370 Oak Drive,Vista,92084,52,VISTA
Calavera Hills Middle,4104 Tamarack Avenue,Carlsbad,92008,41,CARLSBAD
San Elijo Middle,1600 Schoolhouse Way,San Marcos,92078,51,SAN MARCOS
Mission Hills High,1 Mission Hills Court,San Marcos,92069,51,SAN MARCOS
San Onofre Elementary,200 Pate Road,San Clemente,92672,43,PENDLETON
William H. Frazier Elementary,1835 Gum Tree Lane,Fallbrook,92028,55,FALLBROOK
La Paloma Elementary,300 Heald Lane,Fallbrook,92028,55,FALLBROOK
Fallbrook STEM Academy,405 West Fallbrook Street,Fallbrook,92028,55,FALLBROOK
Live Oak Elementary,1978 Reche Road,Fallbrook,92028,55,FALLBROOK
James E. Potter Intermediate,1743 Reche Road,Fallbrook,92028,55,FALLBROOK
Oasis High (Alternative),2208 South Stage Coach Lane,Fallbrook,92028,55,FALLBROOK
Ivy High (Continuation),1056 Winterhaven Road,Fallbrook,92028,55,FALLBROOK
Fallbrook High,2400 South Stage Coach Lane,Fallbrook,92028,55,FALLBROOK
Mary Fay Pendleton Elementary,110 Marine Drive,Oceanside,92054,43,PENDLETON
Pauma Elementary,33158 Cole Grade Road,Pauma Valley,92061,54,PAUMA
Valley Center High,31322 Cole Grade Road,Valley Center,92082,53,VALLEY CENTER
Valley Center Prep,28751-U Cole Grade Road,Valley Center,92082,53,VALLEY CENTER
Oak Glen High,14172 West Oak Glen Road,Valley Center,92082,53,VALLEY CENTER
Warner Elementary,30951 Highway 79,Warner Springs,92086,60,PALOMAR-JULIAN
Warner Junior/Senior High,30951 Highway 79,Warner Springs,92086,60,PALOMAR-JULIAN
Borrego Springs High,2281 Diegueno Road,Borrego Springs,92004,63,ANZA-BORREGO SPRINGS
Washington Elementary,1789 State Street,San Diego,92101,1,CENTRAL SAN DIEGO
Rowan Elementary,1755 Rowan Street,San Diego,92105,6,MID-CITY
Webster Elementary,4801 Elm Street,San Diego,92102,6,MID-CITY
San Altos Elementary,1750 Madera Street,Lemon Grove,91945,32,LEMON GROVE
Monterey Heights Elementary,7550 Canton Drive,Lemon Grove,91945,32,LEMON GROVE
Oak Grove Middle,14344 Olive Vista Drive,Jamul,91935,30,JAMUL
Greater San Diego Academy,14545 Lyons Valley Road,Jamul,91935,30,JAMUL
Mount Miguel High,8585 Blossom Lane,Spring Valley,91977,32,LEMON GROVE
Avondale Elementary,8401 Stansbury Street,Spring Valley,91977,32,LEMON GROVE
Millennial Tech Middle,1110 Carolina Lane,San Diego,92102,5,SOUTHEASTERN SAN DIEGO
Chollas/Mead Elementary,401 North 45th Street,San Diego,92102,5,SOUTHEASTERN SAN DIEGO
Kempton Street Literacy Academy,740 Kempton Street,Spring Valley,91977,31,SPRING VALLEY
King-Chavez Arts and Athletics Academy,415 31st Street,San Diego,92102,1,CENTRAL SAN DIEGO
Sherman Elementary,301 22nd Street,San Diego,92102,1,CENTRAL SAN DIEGO
Kimbrough Elementary,321 Hoitt Street,San Diego,92102,1,CENTRAL SAN DIEGO
La Presa Elementary,519 La Presa Street,Spring Valley,91977,31,SPRING VALLEY
Rancho Elementary,8845 Noeline Avenue,Spring Valley,91977,5,SOUTHEASTERN SAN DIEGO
The O'Farrell Charter,6130 Skyline Drive,San Diego,92114,5,SOUTHEASTERN SAN DIEGO
Valencia Park Elementary,5880 Skyline Drive,San Diego,92114,5,SOUTHEASTERN SAN DIEGO
Perkins K-8,1770 Main Street,San Diego,92113,1,CENTRAL SAN DIEGO
King-Chavez Academy of Excellence,2716 Marcy Avenue,San Diego,92113,1,CENTRAL SAN DIEGO
Morse High,6905 Skyline Drive,San Diego,92114,5,SOUTHEASTERN SAN DIEGO
Nye Elementary,981 Valencia Parkway,San Diego,92114,5,SOUTHEASTERN SAN DIEGO
Coronado Middle,550 F Avenue,Coronado,92118,3,CORONADO
Coronado High,650 D Avenue,Coronado,92118,3,CORONADO
Chavez Elementary,1404 South 40th Street,San Diego,92105,5,SOUTHEASTERN SAN DIEGO
Bethune K-8,6835 Benjamin Holt Road,San Diego,92114,5,SOUTHEASTERN SAN DIEGO
Bell Middle,620 Briarwood Road,San Diego,92139,5,SOUTHEASTERN SAN DIEGO
Rancho de la Nacion,1830 East Division Street,National City,91950,4,NATIONAL CITY
Integrity Charter,701 National City Boulevard,National City,91950,4,NATIONAL CITY
El Toyon Elementary,2000 East Division Street,National City,91950,4,NATIONAL CITY
Balboa Elementary,1844 South 40th Street,San Diego,92113,5,SOUTHEASTERN SAN DIEGO
Ira Harbison,3235 East Eighth Street,National City,91950,4,NATIONAL CITY
Perry Elementary,6290 Oriskany Road,San Diego,92139,5,SOUTHEASTERN SAN DIEGO
Zamorano Elementary,2655 Casey Street,San Diego,92139,5,SOUTHEASTERN SAN DIEGO
Avocado Elementary,3845 Avocado School Road,La Mesa,91941,31,SPRING VALLEY
Correia Middle,4302 Valeta Street,San Diego,92107,2,PENINSULA
Hillsdale Middle,1301 Brabham Street,El Cajon,92019,31,SPRING VALLEY
Rosa Parks Elementary,4510 Landis Street,San Diego,92105,6,MID-CITY
Casa de Oro Elementary,10227 Ramona Drive,Spring Valley,91977,31,SPRING VALLEY
Ocean Beach Elementary,4741 Santa Monica Avenue,San Diego,92107,2,PENINSULA
Clark Middle,4388 Thorn Street,San Diego,92105,6,MID-CITY
Lemon Grove Academy for the Sciences and Humanities,7866 Lincoln Street,Lemon Grove,91945,32,LEMON GROVE
San Diego Cooperative Charter,7260 Linda Vista Road,San Diego,92111,10,KEARNY MESA
Roosevelt International Middle,3366 Park Boulevard,San Diego,92103,1,CENTRAL SAN DIEGO
McKinley Elementary,3045 Felton Street,San Diego,92104,1,CENTRAL SAN DIEGO
Highlands Elementary,3131 South Barcelona Street,Spring Valley,91977,31,SPRING VALLEY
Loma Elementary,10355 Loma Lane,Spring Valley,91978,31,SPRING VALLEY
Monte Vista High,3230 Sweetwater Springs Boulevard,Spring Valley,91977,31,SPRING VALLEY
High Tech Middle,2359 Truxtun Road,San Diego,92106,2,PENINSULA
High Tech High,2861 Womble Road,San Diego,92106,2,PENINSULA
San Miguel Elementary,7059 San Miguel Avenue,Lemon Grove,91945,32,LEMON GROVE
Dana,1775 Chatsworth Boulevard,San Diego,92107,2,PENINSULA
Silver Gate Elementary,1499 Venice Street,San Diego,92107,2,PENINSULA
Mt. Vernon Elementary,8350 Mount Vernon Street,Lemon Grove,91945,32,LEMON GROVE
Oak Park Elementary,2606 54th Street,San Diego,92105,6,MID-CITY
Sweetwater Springs Elementary,10129 Austin Drive,Spring Valley,91977,31,SPRING VALLEY
Mountain Empire High,3305 Buckman Springs Road,Pine Valley,91962,62,MOUNTAIN EMPIRE
San Diego SCPA,2425 Dusk Drive,San Diego,92139,5,SOUTHEASTERN SAN DIEGO
Palmer Way,2900 Palmer Street,National City,91950,4,NATIONAL CITY
Central Elementary,933 E Avenue,National City,91950,4,NATIONAL CITY
Penn Elementary,2797 Utica Drive,San Diego,92139,5,SOUTHEASTERN SAN DIEGO
Sunnyside Elementary,5430 San Miguel Road,Bonita,91902,20,SWEETWATER
Granger Junior High,2101 Granger Avenue,National City,91950,4,NATIONAL CITY
Magnolia Elementary,650 Greenfield Drive,El Cajon,92021,34,EL CAJON
Holmes Elementary,4902 Mount Ararat Drive,San Diego,92111,10,KEARNY MESA
Flying Hills School of Arts,1251 Finch Street,El Cajon,92020,34,EL CAJON
Gage Elementary,6811 Bisby Lake Avenue,San Diego,92119,17,ELLIOTT-NAVAJO
Angier Elementary,8450 Hurlbut Street,San Diego,92123,10,KEARNY MESA
Naranca Elementary,1030 Naranca Avenue,El Cajon,92021,34,EL CAJON
Montgomery Senior High,3250 Palm Avenue,San Diego,92154,22,SOUTH BAY
Sunnyslope Elementary,2500 Elm Avenue,San Diego,92154,22,SOUTH BAY
Juarez-Lincoln Elementary,849 Twining Avenue,San Diego,92154,22,SOUTH BAY
Mar Vista Senior High,505 Elm Avenue,Imperial Beach,91932,22,SOUTH BAY
Silver Wing Elementary,3730 Arey Drive,San Diego,92154,22,SOUTH BAY
Central Elementary,1290 Ebony Avenue,Imperial Beach,91932,22,SOUTH BAY
Howard Pence Elementary,877 Via Tonga Court,San Diego,92154,22,SOUTH BAY
San Ysidro Middle,4345 Otay Mesa Road,San Ysidro,92173,22,SOUTH BAY
Sunset Elementary,3825 Sunset Lane,San Ysidro,92173,22,SOUTH BAY
Rolando Park Elementary,6620 Marlowe Drive,San Diego,92115,6,MID-CITY
Vista La Mesa Academy,3900 Violet Street,La Mesa,91941,33,LA MESA
Cubberley Elementary,3201 Marathon Drive,San Diego,92123,10,KEARNY MESA
Johnson Elementary,500 West Madison,El Cajon,92020,34,EL CAJON
Madison Avenue Elementary,1615 East Madison Avenue,El Cajon,92019,34,EL CAJON
Teofilo Mendoza,2050 Coronado Avenue,San Diego,92154,22,SOUTH BAY
Imperial Beach Charter,650 Imperial Beach Boulevard,Imperial Beach,91932,22,SOUTH BAY
Emory Elementary,1915 Coronado Avenue,San Diego,92154,22,SOUTH BAY
Oneonta Elementary,1311 Tenth Street,Imperial Beach,91932,22,SOUTH BAY
Los Altos Elementary,1332 Kenalan Drive,San Diego,92154,22,SOUTH BAY
Nestor Language Academy Charter,1455 Hollister Street,San Diego,92154,22,SOUTH BAY
Southwest Middle,2710 Iris Street,San Diego,92154,22,SOUTH BAY
Godfrey G. Berry Elementary,2001 Rimbey Street,San Diego,92154,22,SOUTH BAY
Southwest Senior High,1685 Hollister Street,San Diego,92154,22,SOUTH BAY
George Nicoloff Elementary,1777 Howard Avenue,San Ysidro,92173,22,SOUTH BAY
La Mirada Elementary,222 Avenida de la Madrid,San Ysidro,92173,22,SOUTH BAY
Smythe Elementary,1880 Smythe Avenue,San Ysidro,92173,22,SOUTH BAY
Farr Avenue Elementary,933 Farr Avenue,Escondido,92026,50,ESCONDIDO
Reidy Creek Elementary,2869 North Broadway,Escondido,92026,50,ESCONDIDO
Bernardo Elementary,1122 Mountain Heights Drive,Escondido,92029,50,ESCONDIDO
Stone Ranch Elementary,16150 4S Ranch Parkway,San Diego,92127,14,NORTH SAN DIEGO
Oak Valley Middle,16055 Winecreek Road,San Diego,92127,14,NORTH SAN DIEGO
High Tech High International,2855 Farragut Road,San Diego,92106,2,PENINSULA
Canyon Crest Academy,5951 Village Center Loop Road,San Diego,92130,13,DEL MAR-MIRA MESA
Solana Pacific Elementary,3901 Townsgate Drive,San Diego,92130,13,DEL MAR-MIRA MESA
Cajon Valley Middle,550 Park Avenue,El Cajon,92020,34,EL CAJON
Montgomery Middle,1570 Melody Lane,El Cajon,92019,34,EL CAJON
Marvin Elementary,5720 Brunswick Avenue,San Diego,92120,17,ELLIOTT-NAVAJO
Jones Elementary,2751 Greyling Drive,San Diego,92123,10,KEARNY MESA
Crown Point Elementary,4033 Ingraham Street,San Diego,92109,11,COASTAL
Chesterton Elementary,7335 Wheatley Street,San Diego,92111,10,KEARNY MESA
Linda Vista Elementary,2772 Ulric Street,San Diego,92111,10,KEARNY MESA
Foster Elementary,6550 51st Street,San Diego,92120,17,ELLIOTT-NAVAJO
Bay Park Elementary,2433 Denver Street,San Diego,92110,10,KEARNY MESA
Meridian Elementary,651 South Third Street,El Cajon,92019,34,EL CAJON
Point Loma High,2335 Chatsworth Boulevard,San Diego,92106,2,PENINSULA
Carver Elementary,3251 Juanita Street,San Diego,92105,6,MID-CITY
Jamacha Elementary,2962 Jamul Drive,El Cajon,92019,30,JAMUL
Hamilton Elementary,2807 Fairmount Avenue,San Diego,92105,6,MID-CITY
